NSN,Description,Unit of Measure,Total Quantity,Kit Count,Unit Price,Accountability Code,Source,Is Kit,Kit Membership
6515-01-626-8691,"MONITOR, CO2, COMPACT WITH ALARMS",EA,1,1,1451.93,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-649-5343,TOURNIQUET LATEX FREE,EA,133,4,0.29,C,WHSE,,"TREATMENT KIT, BLOOD COLLECTION (6545-20-A0U-8757) x100; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x25; TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT (6545-21-912-4986) x4; TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT (6545-21-912-4985) x4"
6515-01-652-4131,"ADAPTER, AIRWAY, INFANT FOR CO2 MONITOR 6515-01-652-4131",BX,1,1,200,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-656-4726,TUBE PATIENT FOR LSU,EA,5,1,21.87,C,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x5"
6515-01-661-3370,STETHOSCOPE CARDIOLOGY,EA,3,1,86.75,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3"
6515-01-673-1021,"CATHETER, I.V., SAFETY VERSION, 16G X 1.25IN",EA,40,2,1.8,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x15; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x25"
6515-01-673-7560,STETHOSCOPE,EA,4,2,131.24,D,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x3; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-674-6444,"TOURNIQUET, FLAT, 1 X 18IN, BLUE, DISPOSABLE, NON-LATEX",EA,1,1,0.24,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-01-676-0320,"PUMP, INTRAVENOUS INFUSION",EA,1,1,3000,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-676-8354,"ADMINISTRATION SET, INFUSION PUMP, 120IN LONG,15 DROPS/ML.",EA,49,2,6.65,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x48"
6515-01-676-8390,"ADMINISTRATION SET, Y TYPE BLOOD PUMP CARESITE INJ, 24'S",EA,49,2,9.45,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x48"
6515-01-678-9635,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, MEDIUM",EA,3,1,27.57,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-01-678-9640,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, LARGE",EA,3,1,28.34,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-01-679-0354,"BRACE, ANKLE, STIRRUP AND STABILIZING STRAPS, SMALL",EA,3,1,28.5,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x3"
6515-01-679-0436,BRACE WRIST SUEDE SM/R,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-0439,BRACE WRIST SUEDE MED/R,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-0442,BRACE WRIST SUEDE LRG/R,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-1044,BRACE WRIST SUEDE SM/L,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-1048,BRACE WRIST SUEDE MED/L,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-1051,BRACE WRIST SUEDE LRG/L,EA,2,1,14.59,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-679-7743,"CLAMP, IV POLE, PUMP, INTRAVENOUS INFUSION",EA,1,1,151,D,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-681-6750,"VALVE,SURGICAL DRAIN",SE,6,1,107.7,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x6"
6515-01-681-8769,"BAG & EXTENSION TUBE, LEG, ANTI-RFLX TWSTVLV, URINE COLLECTION, 32OZ, PVC, SINGLE USE",EA,2,1,2.95,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-01-685-3762,"SOLUTION SET, NON-VENTED, 10 DROPS/ML, 112IN (2.8M)",EA,15,1,6.02,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x15"
6515-01-685-4875,"CLIPPER, SURGICAL, CORDLESS",EA,1,1,94,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1"
6515-01-685-4887,"BLADE, SURGICAL CLIPPER",EA,2,1,2.18,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-01-686-2467,"BRACE, KNEE, HINGED, WRAP, BREATHABLE, S, 39CM TO 47CM",EA,2,1,47.89,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x2"
6515-01-688-4412,FORCEPS TISSUE 4 3/4IN,EA,8,1,2.53,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x8"
6515-01-690-0047,"FILTER, BACTERIAL VIRAL PLUS HME",EA,6,1,27.14,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x6"
6515-01-690-1463,SPACE PUMP IV SET WITH ANTI-SIPHON VALVE,EA,25,2,6.21,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x24"
6515-01-690-3760,"VACUUM CLEANER, PLASTER",EA,1,1,7545.73,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-693-0950,"SYRINGE, IRRIGATING, TOOMEY, 60ML",EA,2,1,1.54,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-01-693-1239,PROPAQ MD,EA,1,1,30968.93,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-01-693-3656,"MASK, N95, MEDICAL, HALYARD CANADA, DUCKBILL, WHITE",EA,50,1,1.74,C,WHSE,,"TREATMENT KIT, HYGIENE AND PPE (6545-20-A0U-8764) x50"
6515-01-695-8358,"CATHETER, I.V. SAFETY VERSION, 20G X 1.25IN",EA,25,1,1.8,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x25"
6515-12-381-0798,SODIUM CHLORIDE 0.9%,EA,50,2,1.36,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x20; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x30"
6515-14-503-7510,"CATHETER, STRAIGHT, IN-DWELLING, MALE",EA,1,1,8.76,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-14-537-1249,"CATHETER, MALE, FOLEY 2-WAY, STRAIGHT, IN-DWELLING",EA,1,1,8.76,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-20-006-8681,COTTON TIP APPLICATOR. PLASTIC,BX,0.05,1,5.3,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x0.05"
6515-20-011-1758,SCALPEL DISP 11 SAFETY SHIELD,EA,62,3,2.89,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x50; TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6515-20-011-2559,"TRAY, TACTICAL VASCULAR",SE,13,3,46.78,D,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x6; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x3"
6515-20-011-4681,SET AIRWAY SURGICAL STER,EA,10,3,50.83,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x2"
6515-20-A0H-9391,"VENTILATOR, PORTABLE, CRITICAL CARE WITH INTEGRAL SPO2 AND HEART RATE MONITOR",EA,1,1,15529.08,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x1"
6515-20-A0V-9736,MICROBORE EXTENSION SET,EA,51,2,2.04,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x50"
6515-20-A0V-9737,"CATHETER EXTENSION SET, 8IN",EA,26,2,2.39,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x1; TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x25"
6515-20-A0Y-6206,"MONITOR,PATIENT VITAL SIGNS",EA,2,1,5200,A,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-21-113-1540,HAMMER REFLEX TESTING,EA,2,2,3.94,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-113-1564,SPHYGMOMANO POCKET TYPE,EA,5,3,23.28,D,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x3; TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-116-0241,STOCKINET SURGICAL 7.62C,RO,1,1,7.65,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1"
6515-21-116-0303,"SUTURE, NYLON, MONOFILAMENT, NON-ABSORBABLE, SIZE 4-0, 19MM CONVENTIONAL CUTTING 3/8 CIRLCE NEEDLE, THREAD LENGTH 18IN",BX,1,1,94.38,C,WHSE,,"TREATMENT KIT, SUTURES AND TAPES (6545-20-A0U-8763) x1"
6515-21-116-0445,TUBING LATEX 3/16IN X 1/16IN X 50FT/RL,RO,6,2,17.2,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x4"
6515-21-116-2907,SPLINT (ALU)HAND-ADULT,EA,4,1,9.37,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x4"
6515-21-116-2953,CONNECTOR (TUBE)1/4IN OD,EA,2,1,0.35,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2"
6515-21-116-3551,PLUG CATHETER SMALL,EA,8,2,0.81,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x6; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-21-116-3555,CATH URET 14FR/30C FOLEY,EA,2,1,17.57,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-21-116-3556,CATH URET 16FR/30C FOLEY,EA,2,1,17.57,C,WHSE,,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-21-116-3926,"DIRECTOR & TONGUE TIE 6""",EA,2,1,38,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x2"
6515-21-116-4037,"FORCEPS DRESSING 6""(15.2CM)LG",EA,6,1,6.13,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x6"
6515-21-116-4046,FORCEP GAUZE PAD HOLDING,EA,8,1,19.88,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x8"
6515-21-116-4050,FORCEP HEMO CRIL CV 13CM,EA,6,1,12.44,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x6"
6515-21-116-4057,FORCEP HEM CRIL ST 13CM,EA,1,1,23.75,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-21-116-4069,"FORCEPS IRIS 2-1/2""",EA,5,1,83.13,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x5"
6515-21-116-4391,NIPPER INGROWN TOENAIL 4.5-5IN LG CONCAVE JAWS LAP LOCK JOINT,EA,1,1,119.14,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-21-116-4482,PROBE W/EYE (GP) 15.2CM,EA,15,1,6.2,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x15"
6515-21-116-4548,RETRACTOR MASTOID SENN,EA,4,1,20.5,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x4"
6515-21-116-4574,SAW FINGER RING,EA,1,1,24.35,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-21-116-4589,"SCISSORS SUTURE 5 1/2""(14CM)LG",EA,15,1,35.67,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x15"
6515-21-116-4672,"SPECULUM RECTAL 4 1/2""LG",EA,1,1,110,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-21-116-9252,CATH URET 16FR/5CC FOLEY,EA,6,1,6.08,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x6"
6515-21-116-9975,"SCISSORS 9""(23CM)LG BLUNT",EA,3,1,22.25,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x3"
6515-21-840-9136,SCISS SUT DELIC STRT 8CM,EA,2,1,10.84,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x2"
6515-21-842-6372,"TUBE CONNECT 5/16""-9/16""",EA,4,1,1.94,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x4"
6515-21-842-6747,HOLDER S-N CRILE 15CM,EA,10,1,50.9,D,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6515-21-843-5483,STOCKINET SURGICAL 10.16,RO,1,1,9.31,C,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x1"
6515-21-844-4259,TRANSILLUM HEAD WA43200,EA,1,1,131.61,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-845-2882,(D)SYRINGE ASPI HARPOON,EA,3,1,33.32,C,WHSE,,"KIT, R1, DENTAL EMERGENCY, PA/MO (6545-CF-005-0890) x3"
6515-21-846-0930,"CUFF, BLOOD PRESSURE, CHILD, 18CM TO 26CM ARM CIRCUMFERENCE",EA,1,1,8.1,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-847-0797,"TROCAR CATHETER 28FR/16""",EA,4,1,22.24,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4"
6515-21-847-0798,"TROCAR CATHETER 20FR/16""",EA,4,1,26.16,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x4"
6515-21-847-0876,"SET, TUNING FORKS, SET OF 5 FORKS WITH CASE, RALK DESIGN, MAGNESIUM ALLOY CLASS 'C' PITCH",SE,1,1,437,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-848-1891,STYLET CATH GUIDE 8FR,EA,2,1,32.08,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x2"
6515-21-848-2730,TUBE DUODENAL 16FR,EA,3,2,1.15,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1"
6515-21-848-2731,TUBE DUODENAL 18FR,EA,2,1,0.81,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2"
6515-21-855-0152,"FORCEP TIS GILL 6""/1X2TH",EA,10,1,11.57,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x10"
6515-21-859-1545,"BAG, COMPRESSION, PEDIATRIC FOR SPHYGMOMANOMETER, 6.75IN X 3.75IN",EA,1,1,5.74,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-859-1546,"BAG, COMPRESSION, PEDIATRIC FOR SPHYGMOMANOMETER, 4.75IN X 2.5IN",EA,1,1,5.12,C,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-859-4656,"SPLINT FNGR ALU 1 X 18""(2.5CM-45.7CM)",EA,12,1,4.04,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-859-4657,"SPLINT FNGR ALU 3/4X18""(1.9CM X 45.7CM)",EA,12,1,2.97,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-870-5191,KNIFE SURG W/BLADE NO.15,EA,5,1,1.51,C,WHSE,,"KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x5"
6515-21-870-5822,SYR HYPO PLS/SGL-SC 20CC,EA,20,1,0.66,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x20"
6515-21-870-8181,SYR HYPO PLS/DBL-SC 1CC,EA,50,2,0.33,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x25; TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x25"
6515-21-877-1517,TUBING ASSY OXYGEN 7FT,EA,51,2,0.85,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x50"
6515-21-878-1120,AIRWAY PHARYNGEAL SZ 2,EA,1,1,0.83,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-21-878-1122,AIRWAY PHARYNG SZ4/90MM,EA,11,2,3.12,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x10"
6515-21-878-1123,AIRWAY PHARYNGEAL SZ 6,EA,4,2,4.04,C,WHSE,,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x2"
6515-21-878-1957,SCISSORS UNIVERSAL,EA,26,5,2.94,D,WHSE,,"TREATMENT KIT, BANDAGES/DRESSINGS AND TRAYS, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-8755) x2; KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x2; TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x20; KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA (6545-CF-005-0438) x1; KIT, TREATMENT, MED TECH, BAG (6545-CF-002-1002) x1"
6515-21-878-2219,LOCKING COLLAR SET OF 2,SE,1,1,42.06,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-21-879-7639,BLADE FINGER RING SAW,EA,1,1,12.15,C,WHSE,,"TREATMENT KIT, INSTRUMENTS, MAJOR NAVAL WARSHIP (6545-20-A0U-8762) x1"
6515-21-880-6732,SYR INSUL 28G-1.0CC/100U,EA,12,1,0.13,C,WHSE,,"TREATMENT KIT, IV/IO AND FLUIDS, MAJOR NAVAL WARSHIP (6545-20-A0U-8761) x12"
6515-21-884-3180,AIRWAY PHARYNGEAL SZ 3,EA,1,1,0.83,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-21-884-3181,AIRWAY PHARYNGEAL SZ 1,EA,1,1,1.5,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1"
6515-21-884-3182,AIRWAY PHARYNG SZ5/100MM,EA,3,2,2.35,C,WHSE,,"KIT, MEDICAL, C.A.F. DIVE TEAM (6545-20-A0M-1006) x1; KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY (6545-20-A0U-7793) x2"
6515-21-886-0787,CATHETERIZATION SET,EA,2,1,4.55,C,WHSE,,"TREATMENT KIT, ENT, UROLOGY, OPHTHALMO, CHEST, GI AND GENERAL (6545-20-A0U-8765) x2"
6515-21-886-4424,RESUSCITATOR (FLYNN),EA,2,1,1491.2,B,WHSE,,"TREATMENT KIT, MAJOR MEDICAL EQUIPMENT AND RELATED CONSUMABLES, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY. (6545-20-A0U-9002) x2"
6515-21-888-4548,"HANDLE, RECHARGEABLE, 3.5V FOR OTOSCOPE 6515-CF-002-8513 OR 6515-CF-002-7372 AND OPHTHALMOSCOPE 6540-01-239-5474",EA,1,1,178.26,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-893-6397,MAGNIFIER BINOCULAR TYPE,EA,1,1,70.85,D,WHSE,,"TREATMENT KIT, DIAGNOSTIC AND SCOPES, MAJOR NAVAL WARSHIP (6545-20-A0U-8767) x1"
6515-21-893-9764,SUPP KNEE X-ACTION (MED),EA,12,1,16.38,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
6515-21-893-9765,SUPP KNEE X-ACTION (LG ),EA,12,1,16.38,C,WHSE,,"TREATMENT KIT, MSK AND BRACES/SPLINTS (6545-20-A0U-8766) x12"
